,Name,GP,FGA,FG_percent,3P Made,3P_percent,FTM,FT_percent,OREB,AST,STL,BLK,TOV,TARGET
956,Dajuan Wagner,47,12.9,36.9,1.2,31.6,2.7,80.0,0.4,2.8,0.8,0.1,1.8,0
957,Drew Gooden,70,11.1,45.7,0.2,29.2,2.2,71.2,2.3,1.2,0.8,0.5,2.1,1
958,Jay Williams,75,9.1,39.9,0.9,32.2,1.4,64.0,0.4,4.7,1.1,0.2,2.3,0
959,Carlos Rogers,81,7.6,53.6,0.0,0.0,1.8,77.1,2.5,1.3,0.7,0.6,1.3,1
960,Carlos Rogers,49,6.9,52.9,0.0,14.3,1.6,52.1,2.2,0.8,0.5,1.1,1.7,1
961,Junior Harrington,82,5.7,36.2,0.1,25.0,0.9,65.2,0.5,3.4,1.0,0.2,1.9,0
962,J.R. Bremer,64,7.3,36.9,1.6,35.3,1.3,76.6,0.3,2.6,0.6,0.1,0.9,0
963,Dorian Finney-Smith,33,4.6,40.5,0.9,32.3,0.6,76.0,0.7,1.0,0.6,0.3,0.7,0
964,Rashad Vaughn,70,3.8,30.5,0.6,29.3,0.2,80.0,0.2,0.6,0.4,0.2,0.4,0
965,Vincent Yarbrough,59,7.3,39.3,0.4,26.9,0.8,79.0,0.6,2.2,1.0,0.6,1.4,0
966,Rasual Butler,72,7.9,36.2,0.7,29.2,1.1,73.1,0.4,1.3,0.3,0.6,1.1,1
967,Reggie Evans,67,2.1,47.1,0.0,0.0,1.2,51.9,2.5,0.5,0.6,0.2,0.8,1
968,Smush Parker,66,5.1,40.2,0.6,32.2,1.5,83.1,0.4,2.5,0.7,0.2,2.0,1
969,Mike Batiste,75,6.2,42.2,0.2,22.2,0.9,78.4,1.1,0.7,0.6,0.2,0.9,0
970,Mike Dunleavy,82,5.1,40.3,0.6,34.7,1.0,78.0,0.8,1.3,0.7,0.2,1.1,1
971,Mike Dunleavy,82,5.1,40.3,0.6,34.7,1.0,78.0,0.8,1.3,0.7,0.2,1.1,1
972,Jarell Martin,27,4.3,46.6,0.0,0.0,1.7,72.6,1.4,0.6,0.3,0.3,0.7,0
973,Casey Jacobsen,72,4.5,37.3,0.7,31.5,1.0,68.6,0.4,1.0,0.5,0.1,0.8,0
974,Juan Dixon,42,6.5,38.4,0.6,29.8,0.9,80.4,0.3,1.0,0.6,0.1,1.0,1
975,Melvin Ely,52,3.6,49.5,0.0,0.0,1.0,70.3,1.2,0.3,0.2,0.6,1.0,1
976,Mike Wilks,46,3.2,33.8,0.2,28.6,0.8,78.7,0.4,2.0,0.6,0.1,0.6,1
977,Sean Lampley,35,3.7,43.4,0.0,0.0,1.6,69.5,0.7,0.9,0.2,0.1,0.7,0
978,Chris Jefferies,51,3.8,38.7,0.4,33.3,0.6,67.4,0.3,0.4,0.4,0.3,0.9,0
979,Lonny Baxter,55,3.7,46.6,0.0,0.0,1.3,68.0,1.2,0.3,0.2,0.4,0.8,0
980,Juaquin Hawkins,58,2.6,38.5,0.2,41.7,0.2,50.0,0.3,0.8,0.5,0.1,0.5,0
981,Richaun Holmes,51,4.4,51.4,0.2,18.2,1.0,68.9,1.2,0.6,0.4,0.8,0.6,0
982,Kareem Rush,76,3.2,39.3,0.3,27.9,0.2,69.6,0.3,0.9,0.1,0.1,0.8,1
983,Marcus Haislip,39,3.9,43.1,0.1,25.0,0.7,68.4,0.5,0.2,0.2,0.5,0.5,0
984,Chris Wilcox,46,3.0,52.1,0.0,0.0,0.5,50.0,0.7,0.5,0.1,0.3,0.6,1
985,Dan Dickau,50,3.4,41.2,0.4,36.1,0.4,80.8,0.2,1.7,0.3,0.0,1.1,1
986,Tayshaun Prince,42,2.8,44.9,0.5,42.6,0.3,64.7,0.1,0.6,0.2,0.3,0.5,1
987,Ryan Humphrey,48,2.5,29.2,0.0,0.0,0.5,59.0,0.7,0.2,0.2,0.4,0.5,0
988,John Salmons,64,1.8,41.4,0.2,32.3,0.4,74.3,0.3,0.7,0.3,0.1,0.5,1
989,Tamar Slay,36,2.9,37.9,0.2,28.0,0.2,70.0,0.2,0.4,0.4,0.1,0.6,0
990,Qyntel Woods,53,2.2,50.0,0.1,33.3,0.1,35.0,0.3,0.2,0.3,0.0,0.4,0
991,Cameron Payne,57,4.9,41.0,0.6,32.4,0.3,79.2,0.2,1.9,0.6,0.1,0.8,0
992,Adam Harrington,19,1.9,29.7,0.3,35.7,0.2,75.0,0.1,0.6,0.1,0.1,0.1,0
993,Shane Battier,78,12.3,42.9,1.3,37.3,2.5,70.0,2.3,2.8,1.6,1.0,2.0,1
994,Jason Richardson,80,13.6,42.6,1.0,33.3,1.8,67.1,1.6,3.0,1.3,0.4,2.0,1
995,Jamaal Tinsley,80,9.5,38.0,0.5,24.0,1.6,70.4,1.0,8.1,1.7,0.5,3.4,1
996,Sonny Parker,77,8.3,41.9,0.8,32.3,1.4,67.5,0.4,4.3,1.2,0.1,2.0,1
997,Trenton Hassell,78,8.1,42.5,0.8,36.4,1.1,76.3,0.8,2.2,0.7,0.6,1.3,1
998,Justin Anderson,55,3.2,40.6,0.4,26.5,0.8,80.0,0.3,0.5,0.3,0.5,0.4,0
999,Eddie Griffin,73,9.1,36.6,1.2,33.0,0.9,74.4,1.6,0.7,0.2,1.8,0.6,1
1000,Joe Johnson,77,7.6,43.0,0.5,29.2,0.5,77.4,1.0,2.3,0.8,0.3,0.9,1
1001,Gilbert Arenas,47,8.2,45.3,0.8,34.5,2.6,77.5,0.9,3.7,1.5,0.2,2.1,1
1002,Richard Jefferson,79,7.5,45.7,0.2,23.2,2.4,71.3,1.1,1.8,0.8,0.6,1.4,1
1003,Speedy Claxton,67,6.7,40.0,0.1,12.1,1.7,83.8,0.7,3.0,1.4,0.1,1.4,1
1004,Jarron Collins,70,4.9,46.1,0.0,0.0,1.9,74.0,2.0,0.8,0.4,0.3,0.8,1
1005,Brendan Haywood,62,3.6,49.3,0.0,0.0,1.6,60.6,2.3,0.5,0.3,1.5,0.8,1
1006,Tyson Chandler,71,4.3,49.7,0.0,0.0,1.9,60.4,1.6,0.8,0.4,1.3,1.4,1
1007,Jason Collins,77,3.6,42.1,0.0,50.0,1.5,70.1,1.7,1.1,0.4,0.6,0.9,1
1008,Troy Murphy,82,5.2,42.1,0.0,33.3,1.5,77.6,1.2,0.9,0.4,0.3,1.0,1
1009,Terence Morris,68,4.3,38.4,0.2,19.2,0.3,64.3,1.1,0.9,0.3,0.4,0.7,0
1010,Eddy Curry,72,5.2,50.1,0.0,0.0,1.5,65.6,1.5,0.3,0.2,0.7,1.0,1
1011,Kenny Satterfield,36,5.5,36.7,0.2,25.9,1.0,78.3,0.5,3.0,0.9,0.0,1.5,0
1012,Earl Watson,64,3.3,45.3,0.3,36.4,0.4,63.9,0.5,2.0,0.9,0.1,0.8,1
1013,Kwame Brown,57,4.3,38.7,0.0,0.0,1.2,70.7,1.1,0.8,0.3,0.5,0.8,1
1014,Will Solomon,62,5.3,34.1,0.7,28.4,0.8,67.1,0.2,1.5,0.6,0.1,1.0,0
1015,Lamar Patterson,35,2.3,35.0,0.3,24.5,0.5,72.7,0.1,1.1,0.3,0.1,0.7,0
1016,Etan Thomas,47,3.2,53.6,0.0,0.0,0.9,55.4,1.2,0.1,0.4,0.7,0.6,1
1017,Tierre Brown,40,2.9,42.6,0.1,33.3,0.5,75.0,0.3,1.8,0.5,0.1,1.0,0
1018,Steven Hunter,53,2.8,45.6,0.0,0.0,1.0,58.5,0.8,0.1,0.1,0.8,0.3,1
1019,Loren Woods,60,1.6,34.4,0.0,0.0,0.7,73.3,0.8,0.4,0.3,0.6,0.6,1
1020,Alton Ford,53,2.2,51.7,0.0,0.0,0.8,73.7,0.6,0.1,0.1,0.1,0.6,0
1021,Gerald Wallace,54,3.2,42.9,0.0,0.0,0.4,50.0,0.9,0.5,0.3,0.1,0.4,1
1022,Joe Crispin,21,3.2,38.2,0.7,38.5,0.6,92.3,0.1,1.2,0.2,0.0,0.5,0
1023,Zach Randolph,41,2.6,44.9,0.0,0.0,0.4,66.7,0.8,0.3,0.2,0.1,0.4,1
1024,Brandon Armstrong,35,2.4,31.8,0.1,29.4,0.1,50.0,0.3,0.2,0.2,0.0,0.2,0
1025,Willie Reed,39,3.4,57.1,0.0,0.0,0.8,54.5,1.3,0.3,0.1,0.8,0.4,0
1026,Kenyon Martin,68,11.4,44.5,0.0,9.1,1.8,63.0,2.0,1.9,1.1,1.7,2.0,1
1027,Marc Jackson,48,10.6,46.7,0.1,21.7,3.2,80.2,2.5,1.2,0.7,0.6,1.9,1
1028,Mike Miller,82,10.3,43.6,1.8,40.7,1.1,71.1,0.8,1.7,0.6,0.2,1.2,1
1029,Darius Miles,81,7.8,50.5,0.0,5.3,1.5,52.1,1.6,1.2,0.6,1.5,1.8,1
1030,Morris Peterson,80,8.4,43.1,0.8,38.2,1.3,71.7,1.4,1.3,0.8,0.3,1.0,1
1031,Chris Porter,51,8.7,38.9,0.0,0.0,1.8,66.7,1.7,1.2,0.9,0.1,1.2,0
1032,Marcus Fizer,72,9.0,43.0,0.1,25.6,1.6,72.7,1.1,1.1,0.4,0.3,1.7,1
1033,Stephen Jackson,77,7.4,42.5,0.7,33.5,1.3,71.9,0.5,1.8,1.1,0.2,1.7,1
1034,Courtney Alexander,65,8.8,41.7,0.3,37.0,1.9,82.0,0.6,1.0,0.7,0.1,1.1,0
1035,Chris Mihm,59,6.6,44.2,0.0,0.0,1.7,79.4,1.8,0.3,0.3,0.9,1.4,1
1036,Kelly Oubre,63,3.3,42.7,0.4,31.6,0.5,63.3,0.4,0.2,0.3,0.1,0.5,0
1037,Desmond Mason,78,5.6,43.1,0.2,26.9,0.9,73.6,0.9,0.8,0.5,0.3,0.7,1
1038,Khalid El-Amin,50,6.2,37.0,0.6,33.3,1.1,77.8,0.4,2.9,1.0,0.0,1.1,0
1039,Quentin Richardson,76,6.9,44.2,0.7,33.1,1.3,62.7,1.4,0.8,0.6,0.1,0.8,1
1040,Mark Blount,64,3.1,50.5,0.0,0.0,0.7,69.7,1.5,0.5,0.6,1.2,1.0,1
1041,Jamal Crawford,61,5.0,35.2,0.7,35.0,0.4,79.4,0.1,2.3,0.7,0.2,1.4,1
1042,DerMarr Johnson,78,5.0,37.4,0.5,32.3,0.8,73.6,0.7,0.8,0.6,0.4,1.2,1
1043,Stromile Swift,80,4.2,45.1,0.0,0.0,1.1,60.3,1.4,0.4,0.8,1.0,0.8,1
1044,Keyon Dooling,76,4.8,40.9,0.4,35.0,1.6,69.8,0.1,2.3,0.5,0.1,1.2,1
1045,Mateen Cleaves,78,5.1,40.0,0.1,29.4,1.2,70.8,0.3,2.7,0.6,0.0,1.8,1
1046,Mike Penberthy,53,4.2,41.4,1.0,39.6,0.5,90.3,0.2,1.3,0.4,0.0,0.6,0
1047,Lee Nailon,42,3.2,48.5,0.0,0.0,0.8,74.4,0.7,0.6,0.2,0.1,0.6,1
1048,Eddie House,50,4.9,42.1,0.4,34.5,0.5,68.6,0.1,1.0,0.3,0.0,0.7,1
1049,Paul McPherson,55,3.9,50.5,0.0,16.7,0.8,72.4,0.7,0.7,0.5,0.1,0.8,0
1050,Daniel Santiago,54,2.5,47.8,0.0,0.0,0.8,68.9,0.6,0.2,0.3,0.4,0.9,0
1051,Isaiah Whitehead,25,6.4,41.3,0.5,28.3,0.9,76.7,0.2,3.0,0.7,0.5,2.2,0
1052,Darrun Hilliard,38,3.4,39.7,0.5,38.0,0.8,72.5,0.1,0.7,0.2,0.0,0.5,0
1053,Mark Madsen,70,1.6,48.7,0.0,100.0,0.4,70.3,1.1,0.3,0.1,0.1,0.4,1
1054,DeShawn Stevenson,40,2.3,34.1,0.0,8.3,0.7,68.4,0.2,0.5,0.3,0.1,0.7,1
1055,Elton Brand,81,16.1,48.2,0.0,0.0,4.5,68.5,4.3,1.9,0.8,1.6,2.8,1
1056,Lamar Odom,76,13.5,43.8,0.8,36.0,4.0,71.9,2.1,4.2,1.2,1.3,3.4,1
1057,Steve Francis,77,14.5,44.5,1.4,34.5,3.7,78.6,2.0,6.6,1.5,0.4,4.0,1
1058,Metta World Peace,72,10.5,40.7,0.8,31.4,2.6,67.4,0.9,2.8,1.6,0.5,2.3,1
1059,Walt Szczerbiak,73,9.2,51.1,0.4,35.9,1.8,82.6,1.2,2.8,0.8,0.3,1.1,0
1060,Adrian Griffin,72,5.7,42.4,0.2,28.1,1.7,75.3,1.8,2.5,1.6,0.2,1.3,1
1061,Andre Miller,82,9.2,44.9,0.1,20.4,2.8,77.4,1.0,5.8,1.0,0.2,2.0,1
1062,James Posey,81,6.6,42.9,1.0,37.3,1.5,80.0,1.0,1.8,1.2,0.4,1.2,1
1063,Kenny Thomas,72,7.4,39.9,0.4,26.2,1.9,66.0,2.0,1.6,0.8,0.3,1.6,1
1064,Shawn Marion,51,9.2,47.1,0.1,18.2,1.4,84.7,2.1,1.4,0.8,1.0,1.0,1
1065,Vonteego Cummings,75,8.7,40.5,0.7,32.5,1.7,75.1,0.8,3.3,1.2,0.2,1.8,0
1066,Anthony Carter,79,6.4,39.5,0.0,13.0,1.2,75.0,0.6,4.8,1.2,0.1,2.2,1
1067,Jason Terry,81,7.4,41.5,0.6,29.3,1.4,80.7,0.3,4.3,1.1,0.1,1.9,1
1068,Chucky Atkins,82,9.0,42.4,0.7,35.0,1.2,72.9,0.2,3.7,0.6,0.0,1.7,1
1069,Richard Hamilton,71,8.5,42.0,0.4,36.4,1.5,77.4,0.5,1.5,0.4,0.1,1.2,1
1070,Greg Buckner,48,4.9,47.6,0.2,38.5,0.9,68.3,1.2,1.1,0.8,0.4,0.8,1
1071,Langston Galloway,45,11.4,39.9,1.4,35.2,1.4,80.8,0.8,3.3,1.2,0.3,1.4,0
1072,Baron Davis,82,5.3,42.0,0.3,22.5,1.2,63.4,0.6,3.8,1.2,0.2,1.7,1
1073,Corey Maggette,77,6.1,47.8,0.0,18.2,2.5,75.1,1.6,0.8,0.3,0.3,1.8,1
1074,Eddie Robinson,67,5.8,54.9,0.0,0.0,0.7,73.4,0.8,0.5,0.7,0.4,0.6,1
1075,Michael Ruffin,71,1.9,42.0,0.0,0.0,0.6,48.9,1.6,0.6,0.4,0.4,0.8,1
1076,Chris Herren,45,2.8,36.3,0.5,35.8,0.6,67.5,0.3,2.5,0.3,0.0,0.9,0
1077,Quincy Lewis,74,4.0,37.2,0.3,36.5,0.5,73.1,0.6,0.5,0.3,0.2,0.6,0
1078,Ryan Bowen,52,2.3,39.3,0.0,11.1,0.7,71.7,1.4,0.4,0.8,0.3,0.3,1
1079,Cal Bowdler,46,2.5,42.6,0.0,0.0,0.5,63.2,0.5,0.3,0.3,0.2,0.5,0
1080,Scott Padgett,47,3.0,31.4,0.3,29.5,0.4,70.4,0.5,0.5,0.3,0.2,0.5,1
1081,Nerlens Noel,75,8.7,46.2,0.0,0.0,1.9,60.9,2.5,1.7,1.8,1.9,1.9,0
1082,Roy Rogers,40,2.2,39.8,0.0,0.0,0.5,46.3,0.8,0.2,0.1,0.9,0.3,0
1083,William Avery,59,3.1,30.9,0.3,28.6,0.4,66.7,0.1,1.5,0.2,0.0,0.7,0
1084,Milt Palacio,53,1.8,43.9,0.0,0.0,0.4,59.5,0.3,0.9,0.4,0.0,0.8,1
1085,Devean George,49,2.9,38.9,0.3,34.0,0.6,65.9,0.6,0.2,0.2,0.1,0.4,1
1086,Lari Ketner,22,1.5,40.6,0.0,0.0,0.4,66.7,0.5,0.0,0.2,0.1,0.5,0
1087,Jason Williams,50,12.3,37.4,2.0,31.0,1.6,75.2,0.3,6.0,1.9,0.0,2.9,1
1088,Vince Carter,50,15.3,45.0,0.4,28.8,4.1,76.1,1.9,3.0,1.1,1.5,2.2,1
1089,Mike Bibby,50,12.1,43.0,0.3,20.3,2.5,75.1,0.6,6.5,1.6,0.1,2.9,1
1090,Paul Pierce,48,13.5,43.9,1.8,41.2,2.9,71.3,2.4,2.4,1.7,1.0,2.4,1
1091,Elfrid Payton,82,8.6,42.5,0.1,26.2,1.4,55.1,1.3,6.5,1.7,0.2,2.5,0
1092,Michael Dickerson,50,9.2,46.5,1.4,43.3,0.9,63.9,0.5,1.9,0.5,0.2,1.3,1
1093,Jamie Feick,28,4.8,50.0,0.0,0.0,1.5,71.7,4.0,0.9,0.9,0.6,1.2,1
1094,Jamie Feick,41,3.8,35.7,0.1,35.7,0.8,50.7,2.0,0.6,0.4,0.3,0.8,1
1095,Cuttino Mobley,49,8.3,42.5,1.1,35.8,1.8,81.8,0.4,2.5,0.9,0.5,1.6,1
1096,Tyrone Nesby,50,8.1,44.9,0.7,36.5,2.1,78.2,1.1,1.6,1.5,0.4,1.1,0
1097,Antawn Jamison,47,8.4,45.2,0.1,30.0,1.9,58.8,2.8,0.7,0.8,0.3,1.4,1
1098,Matt Harpring,50,6.4,46.3,0.2,40.0,2.0,71.3,1.8,0.9,0.6,0.1,1.5,1
1099,Jabari Parker,25,10.5,49.0,0.2,25.0,1.8,69.7,2.0,1.7,1.2,0.2,1.9,0
1100,Larry Hughes,50,8.3,41.1,0.2,15.4,2.1,70.9,1.7,1.5,0.9,0.3,1.4,1
1101,Robert Traylor,49,4.1,53.7,0.0,0.0,0.9,53.8,1.6,0.8,0.9,0.9,0.9,1
1102,Michael Doleac,49,5.4,46.8,0.0,0.0,1.1,67.5,1.3,0.4,0.4,0.3,0.5,1
1103,Cory Carr,42,5.1,32.9,0.1,16.7,0.6,75.0,0.2,1.6,0.5,0.2,1.1,0
1104,Keon Clark,28,2.9,45.0,0.0,0.0,0.8,56.8,1.3,0.4,0.4,1.1,0.8,1
1105,Damon Jones,24,5.0,36.1,1.0,40.3,0.6,82.4,0.3,1.8,0.5,0.0,0.7,1
1106,Pat Garrity,39,4.4,50.0,0.2,38.9,1.0,71.4,0.7,0.5,0.2,0.1,0.5,1
1107,Marcus Smart,67,7.1,36.7,1.4,33.5,1.2,64.6,0.9,3.1,1.5,0.3,1.3,0
1108,Bryce Drew,34,3.8,36.4,0.5,32.7,0.2,100.0,0.1,1.5,0.3,0.1,0.9,1
1109,Jelani McCoy,26,2.9,73.7,0.0,0.0,0.8,50.0,1.0,0.2,0.4,0.8,0.4,1
1110,Brad Miller,38,3.6,56.5,0.0,50.0,2.1,79.4,0.9,0.6,0.2,0.5,0.8,1
1111,Ricky Davis,46,4.3,40.5,0.0,16.7,1.0,76.3,0.9,1.3,0.7,0.1,1.2,1
1112,J.R. Henderson,30,3.2,36.5,0.1,40.0,0.8,55.6,0.7,0.7,0.3,0.1,0.6,0
1113,Corey Benjamin,31,3.8,37.6,0.1,21.4,0.9,67.5,0.5,0.3,0.3,0.3,0.7,0
1114,Roshown McLeod,34,4.8,38.0,0.0,10.0,1.1,82.2,0.4,0.4,0.1,0.0,0.7,0
1115,Earl Boykins,22,3.6,38.0,0.1,16.7,0.1,66.7,0.3,1.5,0.3,0.0,0.9,1
1116,Toby Bailey,27,3.2,39.5,0.0,20.0,0.3,69.2,0.9,0.5,0.3,0.1,0.4,0
1117,Marlon Garnett,24,2.1,29.4,0.3,26.1,0.6,75.0,0.1,0.8,0.2,0.0,0.5,0
1118,Jordan Clarkson,59,10.1,44.8,0.6,31.4,2.2,82.9,0.9,3.5,0.9,0.2,1.6,0
1119,Andrae Patterson,35,2.8,44.3,0.0,0.0,0.8,77.8,0.9,0.4,0.5,0.2,0.6,0
1120,Gerald Brown,33,2.7,37.1,0.1,30.0,0.3,78.6,0.2,0.9,0.1,0.0,0.7,0
1121,Ruben Patterson,24,2.1,41.2,0.0,16.7,0.9,71.0,0.7,0.1,0.2,0.1,0.5,1
1122,Nazr Mohammed,26,1.6,35.7,0.0,0.0,0.5,57.1,0.7,0.1,0.2,0.1,0.5,1
1123,Keith Van Horn,62,16.9,42.6,1.1,30.8,4.2,84.6,2.3,1.7,1.0,0.4,2.6,1
1124,Ron Mercer,80,14.3,45.0,0.0,10.7,2.4,83.9,1.4,2.2,1.6,0.2,1.6,1
1125,Brevin Knight,80,7.4,44.1,0.0,0.0,2.5,80.1,0.8,8.2,2.5,0.2,2.4,1
1126,Cedric Henderson,82,8.8,48.0,0.0,0.0,1.7,71.6,0.9,2.0,1.2,0.6,2.0,1
1127,Cedric Henderson,82,8.8,48.0,0.0,0.0,1.7,71.6,0.9,2.0,1.2,0.6,2.0,0
1128,Bobby Jackson,68,11.6,39.2,0.3,25.9,2.2,81.4,1.1,4.7,1.5,0.2,2.7,1
1129,Zach LaVine,77,8.8,42.2,0.7,34.1,1.9,84.2,0.4,3.6,0.7,0.1,2.5,0
1130,Anthony Johnson,77,7.9,37.1,0.5,32.8,1.0,72.7,0.7,4.3,0.8,0.1,1.6,1
1131,Derek Anderson,66,8.9,40.8,0.3,20.2,4.2,87.3,0.8,3.4,1.3,0.2,1.9,1
1132,Chauncey Billups,80,9.4,37.4,1.3,32.9,2.8,85.0,0.8,3.9,1.3,0.1,2.2,1
1133,Antonio Daniels,74,7.4,41.6,0.1,21.2,1.5,65.9,0.3,4.5,0.7,0.1,2.2,1
1134,Eric Washington,66,7.5,40.4,0.7,32.1,1.0,78.3,0.7,1.2,0.8,0.4,1.1,0
1135,Tony Battie,65,8.1,44.6,0.0,21.4,1.1,70.2,2.1,0.9,0.8,1.1,1.5,1
1136,Tim Thomas,77,8.9,44.7,0.8,36.3,2.2,74.0,1.4,1.2,0.7,0.2,1.5,1
1137,Danny Fortson,80,7.6,45.2,0.0,33.3,3.3,77.6,2.3,1.0,0.6,0.4,2.0,1
1138,Maurice Taylor,71,9.5,47.6,0.0,0.0,2.4,70.9,1.7,0.7,0.5,0.6,1.5,1
1139,Lawrence Funderburke,52,7.5,49.0,0.0,14.3,2.1,67.9,1.5,1.2,0.4,0.3,1.2,1
1140,Alvin Williams,54,5.2,44.3,0.2,32.1,1.2,72.2,0.4,1.9,0.7,0.1,1.1,1
1141,Rodrick Rhodes,58,5.3,36.7,0.0,25.0,1.9,61.7,0.5,1.9,1.1,0.2,1.7,0
1142,Tracy McGrady,64,6.2,45.0,0.2,34.1,1.2,71.2,1.6,1.5,0.8,0.9,1.0,1
1143,Rick Brunson,38,3.7,34.8,0.6,36.1,1.1,67.7,0.4,2.6,0.7,0.1,1.4,1
1144,Jerald Honeycutt,38,5.8,40.7,0.8,37.7,0.9,62.1,0.7,0.9,0.5,0.2,1.3,0
1145,Kelvin Cato,74,3.1,42.8,0.0,0.0,1.2,68.8,1.2,0.3,0.4,1.3,0.6,1
1146,Domantas Sabonis,34,6.0,43.9,1.0,39.8,0.1,57.1,0.5,1.3,0.6,0.5,1.1,0
1147,Adreian Payne,32,6.9,41.4,0.0,11.1,0.9,65.2,1.5,0.9,0.6,0.3,1.4,0
1148,Keith Closs,58,3.6,44.9,0.0,0.0,0.8,59.7,1.1,0.3,0.2,1.4,0.7,0
1149,Kevin Ollie,35,2.8,37.8,0.0,0.0,1.4,70.0,0.3,1.9,0.4,0.0,1.3,1
1150,Bubba Wells,39,3.0,41.4,0.0,16.7,0.8,72.1,0.6,0.9,0.4,0.1,0.8,0
1151,John Thomas,54,2.1,48.7,0.0,0.0,0.8,75.9,0.9,0.3,0.4,0.2,0.8,1
1152,Travis Williams,39,3.1,47.1,0.0,0.0,0.6,52.2,1.4,0.5,0.5,0.1,0.8,0
1153,Jacque Vaughn,45,2.7,36.1,0.1,37.5,1.1,70.6,0.1,1.9,0.2,0.0,1.2,1
1154,Chris Garner,38,1.8,32.9,0.1,28.6,0.1,42.9,0.2,1.2,0.6,0.1,0.7,0
1155,Chris Crawford,40,2.8,41.8,0.0,33.3,1.4,83.8,0.5,0.2,0.3,0.2,0.5,1
1156,Anthony Parker,37,1.7,39.7,0.2,32.1,0.4,65.0,0.2,0.5,0.3,0.1,0.3,1
1157,Allen Iverson*,76,19.8,41.6,2.0,34.1,5.0,70.2,1.5,7.5,2.1,0.3,4.4,1
1158,Kerry Kittles,82,14.5,42.6,1.9,37.7,2.1,77.1,1.3,3.0,1.9,0.4,1.6,1
1159,Antoine Walker,82,16.5,42.5,0.6,32.7,2.8,63.1,3.5,3.2,1.3,0.7,2.8,1
1160,Shareef Abdur-Rahim,80,15.2,45.3,0.1,25.9,4.8,74.6,2.7,2.2,1.0,1.0,2.8,1
1161,Stephon Marbury,67,13.0,40.8,1.5,35.4,3.7,72.7,0.8,7.8,1.0,0.3,3.1,1
1162,Ray Allen,82,11.1,43.0,1.4,39.3,2.5,82.3,1.2,2.6,0.9,0.1,1.8,1
1163,Marcus Camby,63,12.3,48.2,0.0,14.3,2.9,69.3,2.1,1.5,1.1,2.1,2.1,1
1164,Matt Maloney,82,7.5,44.1,1.9,40.4,0.9,76.3,0.2,3.7,1.0,0.0,1.5,1
1165,Lorenzen Wright,77,6.4,48.1,0.0,25.0,1.1,58.7,2.7,0.6,0.6,0.8,1.0,1
1166,K.J. McDaniels,62,7.0,39.6,0.7,28.7,1.6,75.2,1.0,1.2,0.7,1.1,1.7,0
1167,Dean Garrett,68,5.7,57.3,0.0,0.0,1.4,69.6,2.2,0.6,0.6,1.4,0.5,1
1168,Chris Robinson,41,4.4,37.9,0.8,38.2,0.4,61.5,0.6,1.6,0.7,0.2,0.8,0
1169,Shandon Anderson,65,4.9,46.2,0.4,51.1,1.0,68.7,0.8,0.8,0.4,0.1,1.1,1
1170,Travis Knight,71,3.9,50.9,0.0,0.0,0.9,62.0,1.8,0.5,0.4,0.8,0.7,1
1171,Kobe Bryant,71,5.9,41.7,0.7,37.5,1.9,81.9,0.7,1.3,0.7,0.3,1.6,1
1172,Randy Livingston,64,3.6,43.7,0.1,40.9,0.7,64.6,0.5,2.4,0.6,0.2,1.6,1
1173,Othella Harrington,57,3.6,54.9,0.0,0.0,0.9,60.5,1.3,0.3,0.2,0.4,1.0,1
1174,Erick Dampier,72,4.7,39.0,0.0,100.0,1.5,63.7,1.3,0.6,0.3,1.0,1.2,1
1175,Rodney Hood,50,7.5,41.4,1.2,36.5,1.2,76.3,0.2,1.7,0.6,0.2,0.9,0
1176,Tony Delk,61,4.2,46.5,0.9,46.4,0.7,82.4,0.5,1.6,0.6,0.1,1.1,1
1177,Samaki Walker,43,4.3,44.4,0.0,0.0,1.1,64.9,1.1,0.4,0.3,0.5,0.9,1
1178,Todd Fuller,75,3.5,42.9,0.0,0.0,1.0,69.1,1.4,0.3,0.1,0.3,0.7,1
1179,John Wallace,68,3.5,51.7,0.0,50.0,1.2,71.8,0.8,0.5,0.3,0.4,1.1,1
1180,Derek Fisher,80,3.3,39.7,0.3,30.1,1.0,65.8,0.3,1.5,0.5,0.1,0.9,1
1181,Ray Owes,57,3.2,41.7,0.0,20.0,0.5,56.5,1.1,0.3,0.3,0.3,0.4,0
1182,Jermaine O'Neal,45,3.4,45.1,0.0,0.0,1.0,60.3,0.9,0.2,0.0,0.6,0.6,1
1183,Malik Rose,54,2.4,47.7,0.0,0.0,0.7,61.3,1.3,0.6,0.5,0.3,0.8,1
1184,Brett Szabo,70,1.7,44.6,0.0,0.0,0.6,73.8,0.8,0.2,0.2,0.5,0.6,0
1185,Jerami Grant,65,5.4,35.2,0.8,31.4,1.8,59.1,0.8,1.2,0.6,1.1,1.3,0
1186,Darvin Ham,36,1.7,53.2,0.0,0.0,0.5,48.6,0.8,0.4,0.3,0.2,0.6,1
1187,Steve Hamer,35,1.6,52.6,0.0,0.0,0.5,55.2,0.5,0.2,0.1,0.1,0.4,0
1188,Walter McCarty,35,1.9,38.2,0.1,28.6,0.2,57.1,0.2,0.4,0.2,0.3,0.5,1
1189,Priest Lauderdale,35,2.5,55.1,0.0,0.0,0.4,56.5,0.5,0.3,0.0,0.3,1.1,0
1190,Damon Stoudamire,70,16.1,42.6,1.9,39.5,3.4,79.7,0.8,9.3,1.4,0.3,3.8,1
